Latitude,Longitude,Title,Description
42.3091489,9.1500878,"<a href='http://ebird.org/ebird/hotspot/L2089858' target='_blank'>Corte</a> (FR-H)","Red Kite, Common Buzzard, Feral Pigeon, Common/Pallid Swift, Eurasian Hobby, Eurasian Jay, Common House-Martin, Blue Tit, Great Tit, Eurasian Blackcap, Spotted Flycatcher, Robin, Blackbird, Goldfinch, Italian Sparrow - <a href='http://ebird.org/ebird/view/checklist?subID=S24535744' target='_blank'>Checklist S24535744</a>"
42.23897,8.84151,"<a href='http://ebird.org/ebird/hotspot/L3807501' target='_blank'>Cristinacce</a> (FR-H)","Grey Wagtail - <a href='http://ebird.org/ebird/view/checklist?subID=S24352871' target='_blank'>Checklist S24352871</a>"
42.0872038,9.4130945,"D343 -- Californian Quail Trail (FR-H)","Red-legged Partridge, Common Kestrel, Hooded Crow, Starling, Goldfinch, Italian Sparrow - <a href='http://ebird.org/ebird/view/checklist?subID=S24612981' target='_blank'>Checklist S24612981</a>"
42.1247739,8.6253405,"D81 (FR-H)","Eurasian Crag-Martin - <a href='http://ebird.org/ebird/view/checklist?subID=S24440315' target='_blank'>Checklist S24440315</a>"
42.86601,9.3439,"<a href='http://ebird.org/ebird/hotspot/L3802177' target='_blank'>Delta du Canari</a> (FR-H)","Osprey, Common Buzzard, Eurasian Collared-Dove, Eurasian Blackcap, Blackbird, Goldfinch - <a href='http://ebird.org/ebird/view/checklist?subID=S24325375' target='_blank'>Checklist S24325375</a>"
41.9048115,8.7983268,"<a href='http://ebird.org/ebird/hotspot/L3836688' target='_blank'>Delta du Gravona et du Prunelli</a> (FR-H)","Mallard, European Shag, Red Kite, Common Moorhen, Little Stint, Yellow-legged Gull, Eurasian Collared-Dove, Common Kingfisher, European Bee-eater, Great Spotted Woodpecker, Common Kestrel, Red-backed Shrike, Hooded Crow, Barn Swallow, Common House-Martin, Cetti's Warbler, Eurasian Reed-Warbler, Fan-tailed Warbler, Eurasian Blackcap, Sardinian Warbler, Spectacled Warbler, Spotted Flycatcher, Stonechat, Spotless Starling, Goldfinch, Italian Sparrow - <a href='http://ebird.org/ebird/view/checklist?subID=S24535517' target='_blank'>Checklist S24535517</a> - <a href='http://ebird.org/ebird/view/checklist?subID=S24535555' target='_blank'>Checklist S24535555</a>"
46.5086718,6.5613377,"Débarcadère (CH-VD)","Mute Swan, Gadwall, Mallard, Red-crested Pochard, Common Pochard, Common Goldeneye, Common Merganser, Black-throated Diver, Great Northern Diver, Little Grebe, Great Crested Grebe, Great Cormorant, Black Kite, Common Buzzard, Eurasian Coot, Black-headed Gull, Mew Gull, Common Gull, Yellow-legged Gull, Common Tern, Common Wood-Pigeon, Great Spotted Woodpecker, Common Magpie, Carrion Crow, Barn Swallow, Common House-Martin, swallow sp., Blue Tit, Great Tit, Blackbird, Starling, White/Pied Wagtail, Greenfinch, Goldfinch, House Sparrow, Tree Sparrow - <a href='http://ebird.org/ebird/view/checklist?subID=S21327768' target='_blank'>Checklist S21327768</a> - <a href='http://ebird.org/ebird/view/checklist?subID=S21821365' target='_blank'>Checklist S21821365</a> - <a href='http://ebird.org/ebird/view/checklist?subID=S23143046' target='_blank'>Checklist S23143046</a> - <a href='http://ebird.org/ebird/view/checklist?subID=S23223612' target='_blank'>Checklist S23223612</a> - <a href='http://ebird.org/ebird/view/checklist?subID=S23422589' target='_blank'>Checklist S23422589</a> - <a href='http://ebird.org/ebird/view/checklist?subID=S23454196' target='_blank'>Checklist S23454196</a>"
42.1509007,8.7503314,"<a href='http://ebird.org/ebird/hotspot/L2154006' target='_blank'>Décharge de Vico</a> (FR-H)","Red Kite, Yellow-legged Gull, Hooded Crow, Common Raven, Italian Sparrow - <a href='http://ebird.org/ebird/view/checklist?subID=S24352863' target='_blank'>Checklist S24352863</a>"
46.3699703,6.9384456,"Eau Froide - canyon (CH-VD)","European Honey-buzzard, Black Kite, Common Wood-Pigeon, Black Woodpecker, Eurasian Green Woodpecker, Common Magpie, Carrion Crow, Common Raven, Common House-Martin, Coal Tit, Great Tit, Eurasian Nuthatch, Wallcreeper, Short-toed Treecreeper, Eurasian Wren, kinglet sp., Western Bonelli's Warbler, Robin, Blackbird, Grey Wagtail, Emberiza sp., Chaffinch, House Sparrow - <a href='http://ebird.org/ebird/view/checklist?subID=S24156662' target='_blank'>Checklist S24156662</a>"
42.6589019,9.0592039,"<a href='http://ebird.org/ebird/hotspot/L3223102' target='_blank'>Embouchure de l'Ostriconi</a> (FR-H)","Red-legged Partridge, Red Kite, Common Buzzard, Rock Dove, Common Wood-Pigeon, Eurasian Collared-Dove, Pallid Swift, Eurasian Hoopoe, European Bee-eater, Great Spotted Woodpecker, Eurasian Jay, Hooded Crow, Blue Tit, Great Tit, Cetti's Warbler, Eurasian Blackcap, Sardinian Warbler, Dartford Warbler, Spotted Flycatcher, Blue Rock-Thrush, Stonechat, Blackbird, Spotless Starling, Corn Bunting, Goldfinch, Corsican Finch - <a href='http://ebird.org/ebird/view/checklist?subID=S24326142' target='_blank'>Checklist S24326142</a>"
