Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S19304651,Brent Goose,Branta bernicla,261,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S19938930,Barnacle Goose,Branta leucopsis,268,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,09-25-2014,11:00 AM,eBird - Traveling Count,180,1,3,,1
S19331380,Barnacle Goose,Branta leucopsis,268,X,FR-V,,Above Villars-les-Dombes,46.0905513,5.0866699,09-22-2013,08:00 AM,eBird - Traveling Count,240,1,20,,2,,,On ramenait la voiture de Pit en alsace. On s'est arreté avec David
S19330490,Barnacle Goose,Branta leucopsis,268,X,SE-I,,Gotland,57.4667183,18.4735107,05-17-2013,12:00 AM,eBird - Traveling Count,1440,1,200,,2,,,Avec Aurélie tour de l'ile avec une voiture loué
S19330408,Canada Goose,Branta canadensis,277,X,GB-ENG,Cambridgeshire,Langham Road,52.190767,.1534545,04-25-2013,,eBird - Casual Observation,0,1,,,,,,"du 22/4 au 10/05 au retour du canada, surprise pour ameline"
S19305455,Canada Goose,Branta canadensis,277,X,GB-WLS,Conwy,Conwy RSPB Reserve,53.2791271,-3.8040794,08-01-2014,09:00 AM,eBird - Traveling Count,90,1,1,,2
S19304900,Canada Goose,Branta canadensis,277,X,GB-ENG,Cumbria,Lake District National Park,54.515402,-3.1566811,03-24-2014,12:00 AM,eBird - Traveling Count,1440,1,98,,1,,,voyage de classe avec Imperial en hydrologie
S20772645,Canada Goose,Branta canadensis,277,X,GB-ENG,Derbyshire,Carsington Water,53.0587551,-1.6294098,12-10-2013,10:00 AM,eBird - Traveling Count,120,1,4,,4,,,visiting ben in Darby
S19304651,Canada Goose,Branta canadensis,277,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S19304800,Canada Goose,Branta canadensis,277,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,03-16-2014,02:00 PM,eBird - Traveling Count,180,1,3,,2
S19938930,Canada Goose,Branta canadensis,277,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,09-25-2014,11:00 AM,eBird - Traveling Count,180,1,3,,1
S19304829,Canada Goose,Branta canadensis,277,X,GB-ENG,Oxfordshire,Oxford University Parks,51.7611999,-1.2523556,03-24-2014,11:00 AM,eBird - Casual Observation,0,1,,,1
S18436966,Canada Goose,Branta canadensis,277,10,CA-SK,Saskatoon,East of Saskatoon,52.1165993,-106.5565681,05-17-2014,04:00 PM,eBird - Casual Observation,0,1,,,1,,,running along the lacks
S18544905,Canada Goose,Branta canadensis,277,63,CA-SK,Saskatoon,south east saskatoon,51.9425718,-106.3833618,05-24-2014,06:30 AM,eBird - Traveling Count,480,1,320,,2,,,part of the saskatoon nature societe bird count (group SE2B) http://www.saskatoonnaturesociety.sk.ca/fieldnotes/birdcount-may2014-short.pdf
S19305121,Canada Goose,Branta canadensis,277,X,GB-ENG,Surrey,Staines Moor,51.4483421,-.512522,05-11-2014,02:00 PM,eBird - Traveling Count,180,1,5,,3,,,avec David et Ameline on est allé dire au revoir à Steve à l'aeroport puis aller voire le truc en bas
S19305396,Canada Goose,Branta canadensis,277,X,GB-ENG,West Midlands,Sandwell Valley RSPB Reserve,52.5314697,-1.9507599,07-31-2014,12:00 PM,eBird - Traveling Count,120,1,2,,2
S19331380,Canada Goose,Branta canadensis,277,X,FR-V,,Above Villars-les-Dombes,46.0905513,5.0866699,09-22-2013,08:00 AM,eBird - Traveling Count,240,1,20,,2,,,On ramenait la voiture de Pit en alsace. On s'est arreté avec David
S19305455,Mute Swan,Cygnus olor,296,X,GB-WLS,Conwy,Conwy RSPB Reserve,53.2791271,-3.8040794,08-01-2014,09:00 AM,eBird - Traveling Count,90,1,1,,2
S19305250,Mute Swan,Cygnus olor,296,X,GB-WLS,Gwynedd,"Tonfanau, Aber Dysynni estuary",52.6114393,-4.1272545,07-31-2014,06:00 AM,eBird - Traveling Count,180,1,5,,2,,,"Avec David, Benoit et Ameline. on the birdtrip !!!"
S19304651,Mute Swan,Cygnus olor,296,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S19304800,Mute Swan,Cygnus olor,296,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,03-16-2014,02:00 PM,eBird - Traveling Count,180,1,3,,2
S19938930,Mute Swan,Cygnus olor,296,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,09-25-2014,11:00 AM,eBird - Traveling Count,180,1,3,,1
S19304829,Mute Swan,Cygnus olor,296,X,GB-ENG,Oxfordshire,Oxford University Parks,51.7611999,-1.2523556,03-24-2014,11:00 AM,eBird - Casual Observation,0,1,,,1
S19305121,Mute Swan,Cygnus olor,296,X,GB-ENG,Surrey,Staines Moor,51.4483421,-.512522,05-11-2014,02:00 PM,eBird - Traveling Count,180,1,5,,3,,,avec David et Ameline on est allé dire au revoir à Steve à l'aeroport puis aller voire le truc en bas
S19305396,Mute Swan,Cygnus olor,296,X,GB-ENG,West Midlands,Sandwell Valley RSPB Reserve,52.5314697,-1.9507599,07-31-2014,12:00 PM,eBird - Traveling Count,120,1,2,,2
S19304617,Mute Swan,Cygnus olor,296,X,GB-ENG,West Sussex,WWT Arundel Wetland Centre,50.8626793,-.5493593,02-02-2014,08:00 AM,eBird - Traveling Count,240,1,2,,3
S21831188,Mute Swan,Cygnus olor,296,X,CH-VD,,Bais du Temple,46.5139586,6.5049791,02-14-2015,02:00 PM,eBird - Traveling Count,30,1,.5,,2
S19330970,Mute Swan,Cygnus olor,296,X,DE-BY,,Bavaria,47.6287194,10.0483704,07-01-2013,,eBird - Casual Observation,0,1
S20974562,Mute Swan,Cygnus olor,296,X,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,12-20-2014,03:15 PM,eBird - Traveling Count,60,1,5,,3,,,Avec Améline & Raphaël sur la route d'Alsace !
S21301862,Mute Swan,Cygnus olor,296,X,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,01-11-2015,01:00 PM,eBird - Traveling Count,60,1,2,,2
S21612302,Mute Swan,Cygnus olor,296,1,CH-VD,,Champ Pittet,46.7847663,6.6667593,01-31-2015,03:00 PM,eBird - Traveling Count,30,1,.5,,2
S20801845,Mute Swan,Cygnus olor,296,2,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,12-06-2014,11:16 AM,eBird - Traveling Count,110,1,2,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S20974068,Mute Swan,Cygnus olor,296,4,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,12-20-2014,10:30 AM,eBird - Traveling Count,60,1,1,,3,,,Avec Améline & Raphaël sur la route d'Alsace !
S21821365,Mute Swan,Cygnus olor,296,X,CH-VD,,Débarcadère,46.5086718,6.5613377,02-14-2015,12:00 PM,eBird - Stationary Count,30,1,,,3
S21302073,Mute Swan,Cygnus olor,296,6,CH-VD,,Embouchure de la Menthue,46.8076934,6.7416868,01-11-2015,03:15 PM,eBird - Stationary Count,30,1,,,2
S20278401,Mute Swan,Cygnus olor,296,X,CH-BE,,Fanel Nature Reserve,46.9814821,7.0422792,10-18-2014,04:00 PM,eBird - Traveling Count,120,1,3,,2
S19746102,Mute Swan,Cygnus olor,296,X,IT-36,,"Foce dell'Isonzo e Isola della Cona, Riserva Naturale",45.7554093,13.4990644,09-01-2014,12:00 PM,eBird - Traveling Count,240,1,4,,2
S19304941,Mute Swan,Cygnus olor,296,X,FR-J,,Forêt Domaniale d'Armainvilliers,48.7724826,2.7211761,03-29-2014,03:00 PM,eBird - Traveling Count,120,1,2,,2,,,balade en foret avec Valentin Dos Santos et un de ses amis qui courraient. Ameline et moi regardions le oiseaux
S21393605,Mute Swan,Cygnus olor,296,X,CH-GE,,Geneva waterfront,46.2102417,6.1546,01-18-2015,11:20 AM,eBird - Stationary Count,45,1,,,3,,,avec Josué en visite sur lausanne-Bellegarde
S20048130,Mute Swan,Cygnus olor,296,X,FR-V,,Lac de Nantua,46.1613449,5.5882215,10-06-2014,02:00 PM,eBird - Casual Observation,0,0,,,2
S20023286,Mute Swan,Cygnus olor,296,10,CH-GE,,Lake Geneva harbor,46.2087053,6.1546826,10-03-2014,04:00 PM,eBird - Traveling Count,30,1,.2,,1
S20911143,Mute Swan,Cygnus olor,296,X,FR-A,,Michelbach--Lac de Michelbach,47.7579852,7.1207285,12-14-2014,04:00 PM,eBird - Stationary Count,60,1,,,2
S21096716,Mute Swan,Cygnus olor,296,12,FR-A,,Michelbach--Lac de Michelbach,47.7579852,7.1207285,12-31-2014,03:00 PM,eBird - Traveling Count,120,1,4,,3
S20869557,Mute Swan,Cygnus olor,296,X,CH-VD,,Morges harbour,46.50608,6.49804,12-12-2014,04:02 PM,eBird - Traveling Count,15,1,.5,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S20329075,Mute Swan,Cygnus olor,296,X,FR-V,,Motz--Espace Sports et Nature du Fier,45.9363855,5.8302104,10-25-2014,09:36 AM,eBird - Traveling Count,40,1,.5,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S20815519,Mute Swan,Cygnus olor,296,32,CH-VD,,Ouchy,46.5069366,6.6303992,12-07-2014,11:48 AM,eBird - Traveling Count,120,1,2,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S21327667,Mute Swan,Cygnus olor,296,6,CH-VD,,Petit-Port,46.5171333,6.5777689,01-13-2015,12:10 PM,eBird - Stationary Count,4,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S21821253,Mute Swan,Cygnus olor,296,2,CH-VD,,Petit-Port,46.5171333,6.5777689,02-14-2015,11:00 AM,eBird - Stationary Count,30,1,,,2
S20974377,Mute Swan,Cygnus olor,296,X,CH-VD,,Promenade Robert Hainard,46.7908635,6.6437674,12-20-2014,11:45 AM,eBird - Stationary Count,30,1,,,3,,,Avec Améline & Raphaël sur la route d'Alsace !
S21301954,Mute Swan,Cygnus olor,296,X,CH-VD,,Promenade Robert Hainard,46.7908635,6.6437674,01-11-2015,04:30 PM,eBird - Stationary Count,20,1,,,2
S21610143,Mute Swan,Cygnus olor,296,X,CH-VD,,Promenade Robert Hainard,46.7908635,6.6437674,01-31-2015,10:00 AM,eBird - Traveling Count,120,1,1,,3,,,"Avec Déborah Rychen, en viste à Yverdon"
S19891464,Mute Swan,Cygnus olor,296,X,FR-A,,RNN de la Petite Camargue Alsacienne (RNN60),47.6215539,7.5389814,09-20-2014,03:30 PM,eBird - Traveling Count,150,1,5,,3,,,Avec Améline & Raphaël
S19746232,Mute Swan,Cygnus olor,296,X,IT-36,,Riserva Naturale della Valle Cavanata,45.7182856,13.4744847,09-02-2014,10:00 AM,eBird - Traveling Count,180,1,2,,2
S20278298,Mute Swan,Cygnus olor,296,X,CH-BE,,St. Peter's Island,47.059335,7.1289039,10-18-2014,06:00 PM,eBird - Traveling Count,60,1,4,,4
S21166752,Mute Swan,Cygnus olor,296,X,FR-A,,Village-Neuf--barrage de Kembs,47.615468,7.573676,01-03-2015,03:30 PM,eBird - Traveling Count,60,1,1,,3,,,on the way to Lausanne
S21301610,Mute Swan,Cygnus olor,296,12,FR-A,,Village-Neuf--barrage de Kembs,47.615468,7.573676,01-11-2015,11:00 AM,eBird - Stationary Count,45,1,,,2,,,stopped by the heavy rain... not able to check for bird on the island
S19990653,Mute Swan,Cygnus olor,296,X,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,09-30-2014,05:00 PM,eBird - Traveling Count,60,1,2,,2
S20869469,Mute Swan,Cygnus olor,296,X,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,12-12-2014,04:00 PM,eBird - Stationary Count,20,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S21328573,Mute Swan,Cygnus olor,296,10,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,01-03-2015,02:00 PM,eBird - Stationary Count,15,1,,,1,,,"lot of wind, impossible to see in the open water"
S21180350,Mute Swan,Cygnus olor,296,X,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,01-04-2015,08:42 AM,eBird - Traveling Count,45,1,1,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S21234384,Mute Swan,Cygnus olor,296,X,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,01-07-2015,01:00 PM,eBird - Stationary Count,60,1,,,1
S21501526,Mute Swan,Cygnus olor,296,15,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,01-23-2015,09:22 AM,eBird - Traveling Count,1,1,1,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S21830132,Mute Swan,Cygnus olor,296,X,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,02-14-2015,01:00 PM,eBird - Traveling Count,45,1,.2,,2
S20974377,Bewick's Swan,Cygnus columbianus bewickii,304,1,CH-VD,,Promenade Robert Hainard,46.7908635,6.6437674,12-20-2014,11:45 AM,eBird - Stationary Count,30,1,,,3,,Photos et description bague sur ornitho.ch (lieu-dit : Promenade Robert Hainard / Yverdon-les-Bains (VD)) Bague en aluminium : AA210 et ruban vert : ADA (d'après E. Gerber),Avec Améline & Raphaël sur la route d'Alsace !
S22052178,Whooper Swan,Cygnus cygnus,306,35,IS-1,,Bakkatjörn,64.15576,-22.01622,02-19-2015,04:24 PM,eBird - Stationary Count,10,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S22052155,Whooper Swan,Cygnus cygnus,306,X,IS-1,,Elliðavatn,64.0871319,-21.7817688,02-19-2015,03:30 PM,eBird - Stationary Count,20,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S22016881,Whooper Swan,Cygnus cygnus,306,2,IS-2,,Garður--Garðskagi lighthouse,64.0819553,-22.6919174,02-19-2015,12:00 PM,eBird - Stationary Count,10,1,,,2
S22051283,Whooper Swan,Cygnus cygnus,306,20,IS-1,,Hafnarfjörður--Lækur,64.0675644,-21.9472718,02-19-2015,01:00 PM,eBird - Stationary Count,10,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S22051307,Whooper Swan,Cygnus cygnus,306,X,IS-1,,Helluvatn,64.0895698,-21.7566633,02-19-2015,03:24 PM,eBird - Stationary Count,10,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S22051263,Whooper Swan,Cygnus cygnus,306,30,IS-2,,Njarðvík--bay,63.9775613,-22.5370789,02-19-2015,01:00 PM,eBird - Stationary Count,20,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S19746311,Whooper Swan,Cygnus cygnus,306,4,IT-36,,Riserva Naturale della Valle Canal Novo,45.7635862,13.1604892,09-03-2014,09:00 AM,eBird - Traveling Count,120,1,3,,2,,"<img src=""https://lh5.googleusercontent.com/-jAu2ezd26iU/VAskHg4kc7I/AAAAAAAAFHQ/DDTtN2fbbaI/w1092-h725-no/DSC_0272.JPG"" />"
S20974562,swan sp.,Cygnus sp.,307,4,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,12-20-2014,03:15 PM,eBird - Traveling Count,60,1,5,,3,,"On pensait qu'il s'agissait de cygne de Bewick mais avec du recul, il est possible que nous nous soyons trompé... désolé    Au milieu de cygnes tuberculés, oies cendrées et de nombreux canards sur la bande de sable au bout de la digue gauche. Au repos. Différence de taille avec les cygnes tuberculés et bec jaune et noir bien visibles.",Avec Améline & Raphaël sur la route d'Alsace !
S21328573,swan sp.,Cygnus sp.,307,1,CH-VD,,ïle aux Oiseaux,46.507195,6.5358567,01-03-2015,02:00 PM,eBird - Stationary Count,15,1,,,1,,A wired swan with other mute swan. His bill has yellow but the shape small tubercule (as mute swan but less than usual). A birder told be he thinks it is a hybrid mute swan with domestic white goose (I've already seen this one). I didn't have my camera... sorry,"lot of wind, impossible to see in the open water"
S19938930,Egyptian Goose,Alopochen aegyptiaca,325,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,09-25-2014,11:00 AM,eBird - Traveling Count,180,1,3,,1
S21096716,Egyptian Goose,Alopochen aegyptiaca,325,3,FR-A,,Michelbach--Lac de Michelbach,47.7579852,7.1207285,12-31-2014,03:00 PM,eBird - Traveling Count,120,1,4,,3
S21166752,Egyptian Goose,Alopochen aegyptiaca,325,X,FR-A,,Village-Neuf--barrage de Kembs,47.615468,7.573676,01-03-2015,03:30 PM,eBird - Traveling Count,60,1,1,,3,,,on the way to Lausanne
S20278401,Ruddy Shelduck,Tadorna ferruginea,326,X,CH-BE,,Fanel Nature Reserve,46.9814821,7.0422792,10-18-2014,04:00 PM,eBird - Traveling Count,120,1,3,,2
S19746102,Ruddy Shelduck,Tadorna ferruginea,326,X,IT-36,,"Foce dell'Isonzo e Isola della Cona, Riserva Naturale",45.7554093,13.4990644,09-01-2014,12:00 PM,eBird - Traveling Count,240,1,4,,2,,"<img src=""https://lh3.googleusercontent.com/-m93Psnbk3Cs/VAseXMcVh9I/AAAAAAAAFFw/4X-PnEQsw7g/w580-h385-no/DSC_0235.JPG"" />"
S19746311,Ruddy Shelduck,Tadorna ferruginea,326,1,IT-36,,Riserva Naturale della Valle Canal Novo,45.7635862,13.1604892,09-03-2014,09:00 AM,eBird - Traveling Count,120,1,3,,2,,"<img src=""https://lh3.googleusercontent.com/-Ots9UojP69Q/VAskRquAQRI/AAAAAAAAFHc/pFSxUCdyNmc/w967-h725-no/20140903_110448.jpg"" />"
S19305250,Common Shelduck,Tadorna tadorna,330,X,GB-WLS,Gwynedd,"Tonfanau, Aber Dysynni estuary",52.6114393,-4.1272545,07-31-2014,06:00 AM,eBird - Traveling Count,180,1,5,,2,,,"Avec David, Benoit et Ameline. on the birdtrip !!!"
S19304651,Common Shelduck,Tadorna tadorna,330,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S19304800,Common Shelduck,Tadorna tadorna,330,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,03-16-2014,02:00 PM,eBird - Traveling Count,180,1,3,,2
S19304617,Common Shelduck,Tadorna tadorna,330,X,GB-ENG,West Sussex,WWT Arundel Wetland Centre,50.8626793,-.5493593,02-02-2014,08:00 AM,eBird - Traveling Count,240,1,2,,3
S19330490,Common Shelduck,Tadorna tadorna,330,X,SE-I,,Gotland,57.4667183,18.4735107,05-17-2013,12:00 AM,eBird - Traveling Count,1440,1,200,,2,,,Avec Aurélie tour de l'ile avec une voiture loué
S21610143,Common Shelduck,Tadorna tadorna,330,X,CH-VD,,Promenade Robert Hainard,46.7908635,6.6437674,01-31-2015,10:00 AM,eBird - Traveling Count,120,1,1,,3,,,"Avec Déborah Rychen, en viste à Yverdon"
S21831188,Ringed Teal,Callonetta leucophrys,356,1,CH-VD,,Bais du Temple,46.5139586,6.5049791,02-14-2015,02:00 PM,eBird - Traveling Count,30,1,.5,,2,,"escaped  <img src=""http://media.biolovision.net/www.ornitho.ch/2015-02/11346-9179460-4509.jpg"" />"
S20869557,Ringed Teal,Callonetta leucophrys,356,2,CH-VD,,Morges harbour,46.50608,6.49804,12-12-2014,04:02 PM,eBird - Traveling Count,15,1,.5,,1,,"escaped species  for similar sight, see : http://www.ornitho.ch/index.php?m_id&#61;54&mid&#61;309415",Submitted from  BirdLog Euro for Android v1.9.6
S19304617,Mandarin Duck,Aix galericulata,360,X,GB-ENG,West Sussex,WWT Arundel Wetland Centre,50.8626793,-.5493593,02-02-2014,08:00 AM,eBird - Traveling Count,240,1,2,,3
S19304651,Gadwall,Anas strepera,377,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S19938930,Gadwall,Anas strepera,377,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,09-25-2014,11:00 AM,eBird - Traveling Count,180,1,3,,1
S18544905,Gadwall,Anas strepera,377,25,CA-SK,Saskatoon,south east saskatoon,51.9425718,-106.3833618,05-24-2014,06:30 AM,eBird - Traveling Count,480,1,320,,2,,,part of the saskatoon nature societe bird count (group SE2B) http://www.saskatoonnaturesociety.sk.ca/fieldnotes/birdcount-may2014-short.pdf
S19304617,Gadwall,Anas strepera,377,X,GB-ENG,West Sussex,WWT Arundel Wetland Centre,50.8626793,-.5493593,02-02-2014,08:00 AM,eBird - Traveling Count,240,1,2,,3
S21831188,Gadwall,Anas strepera,377,6,CH-VD,,Bais du Temple,46.5139586,6.5049791,02-14-2015,02:00 PM,eBird - Traveling Count,30,1,.5,,2
S20974562,Gadwall,Anas strepera,377,1,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,12-20-2014,03:15 PM,eBird - Traveling Count,60,1,5,,3,,,Avec Améline & Raphaël sur la route d'Alsace !
S21301862,Gadwall,Anas strepera,377,X,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,01-11-2015,01:00 PM,eBird - Traveling Count,60,1,2,,2
S20974372,Gadwall,Anas strepera,377,1,CH-VD,,Champ Pittet,46.7847663,6.6667593,12-20-2014,12:30 PM,eBird - Traveling Count,75,1,1,,4,,,"Avec Améline & Raphaël, et Débora, sur la route d'Alsace !"
S20801845,Gadwall,Anas strepera,377,18,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,12-06-2014,11:16 AM,eBird - Traveling Count,110,1,2,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S21327768,Gadwall,Anas strepera,377,8,CH-VD,,Débarcadère,46.5086718,6.5613377,01-13-2015,12:23 PM,eBird - Stationary Count,20,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
